"","domainID","siteID","plotID","date2","Year","Month","Day","Time","individualCount","family","genus","scientificName","sex","doy"
"31","D18","BARR","BARR_050",2017-07-19,"2017","07","19","17:00Z",4,"Culicidae","Aedes","Aedes nigripes","F",200
"32","D18","BARR","BARR_050",2017-07-19,"2017","07","19","17:00Z",4,"Culicidae","Aedes","Aedes punctor","F",200
"33","D18","BARR","BARR_087",2017-07-20,"2017","07","20","00:00Z",61,"Culicidae","Aedes","Aedes sp.","F",201
"34","D18","BARR","BARR_087",2017-07-20,"2017","07","20","00:00Z",1,"Culicidae","Aedes","Aedes hexodontus","F",201
"35","D18","BARR","BARR_086",2017-07-20,"2017","07","20","00:06Z",12,"Culicidae","Aedes","Aedes hexodontus","F",201
"36","D18","BARR","BARR_086",2017-07-20,"2017","07","20","00:06Z",2,"Culicidae","Aedes","Aedes nigripes","F",201
"37","D18","BARR","BARR_086",2017-07-20,"2017","07","20","00:06Z",8,"Culicidae","Aedes","Aedes punctor","F",201
"38","D18","BARR","BARR_086",2017-07-20,"2017","07","20","00:06Z",33,"Culicidae","Aedes","Aedes sp.","F",201
"39","D18","BARR","BARR_046",2017-07-20,"2017","07","20","00:10Z",12,"Culicidae","Aedes","Aedes hexodontus","F",201
"40","D18","BARR","BARR_046",2017-07-20,"2017","07","20","00:10Z",121,"Culicidae","Aedes","Aedes sp.","F",201
"41","D18","BARR","BARR_047",2017-07-20,"2017","07","20","00:17Z",42,"Culicidae","Aedes","Aedes hexodontus","F",201
"42","D18","BARR","BARR_047",2017-07-20,"2017","07","20","00:17Z",20,"Culicidae","Aedes","Aedes sp.","F",201
"43","D18","BARR","BARR_041",2017-07-20,"2017","07","20","00:23Z",13,"Culicidae","Aedes","Aedes hexodontus","F",201
"44","D18","BARR","BARR_041",2017-07-20,"2017","07","20","00:23Z",22,"Culicidae","Aedes","Aedes sp.","F",201
"45","D18","BARR","BARR_042",2017-07-20,"2017","07","20","00:30Z",17,"Culicidae","Aedes","Aedes sp.","F",201
"46","D18","BARR","BARR_042",2017-07-20,"2017","07","20","00:30Z",10,"Culicidae","Aedes","Aedes hexodontus","F",201
"47","D18","BARR","BARR_042",2017-07-20,"2017","07","20","00:30Z",1,"Culicidae","Aedes","Aedes punctor","F",201
"48","D18","BARR","BARR_043",2017-07-20,"2017","07","20","00:35Z",1,"Culicidae","Aedes","Aedes nigripes","F",201
"49","D18","BARR","BARR_043",2017-07-20,"2017","07","20","00:35Z",9,"Culicidae","Aedes","Aedes hexodontus","F",201
"50","D18","BARR","BARR_043",2017-07-20,"2017","07","20","00:35Z",3,"Culicidae","Aedes","Aedes sp.","F",201
"51","D18","BARR","BARR_048",2017-07-20,"2017","07","20","00:41Z",4,"Culicidae","Aedes","Aedes hexodontus","F",201
"52","D18","BARR","BARR_048",2017-07-20,"2017","07","20","00:41Z",1,"Culicidae","Aedes","Aedes sp.","F",201
"53","D18","BARR","BARR_045",2017-07-20,"2017","07","20","00:45Z",4,"Culicidae","Aedes","Aedes hexodontus","F",201
"54","D18","BARR","BARR_045",2017-07-20,"2017","07","20","00:45Z",3,"Culicidae","Aedes","Aedes sp.","F",201
"55","D18","BARR","BARR_050",2017-07-20,"2017","07","20","00:50Z",3,"Culicidae","Aedes","Aedes punctor","F",201
"56","D18","BARR","BARR_050",2017-07-20,"2017","07","20","00:50Z",1,"Culicidae","Aedes","Aedes nigripes","F",201
"57","D18","BARR","BARR_050",2017-07-20,"2017","07","20","00:50Z",56,"Culicidae","Aedes","Aedes sp.","F",201
"58","D18","BARR","BARR_050",2017-07-20,"2017","07","20","00:50Z",54,"Culicidae","Aedes","Aedes hexodontus","F",201
"59","D18","BARR","BARR_086",2017-07-20,"2017","07","20","16:06Z",1,"Culicidae","Aedes","Aedes sp.","F",201
"60","D18","BARR","BARR_042",2017-07-20,"2017","07","20","16:27Z",1,"Culicidae","Aedes","Aedes sp.","F",201
"61","D18","BARR","BARR_043",2017-07-20,"2017","07","20","16:31Z",NA,"","","","U",201
"62","D18","BARR","BARR_050",2018-07-13,"2018","07","13","18:07Z",1,"Culicidae","Aedes","Aedes sp.","F",194
"63","D18","BARR","BARR_050",2018-07-13,"2018","07","13","18:07Z",4,"Culicidae","Aedes","Aedes nigripes","F",194
"64","D18","BARR","BARR_048",2018-07-13,"2018","07","13","18:40Z",1,"Culicidae","Aedes","Aedes nigripes","F",194
"65","D18","BARR","BARR_043",2018-07-13,"2018","07","13","18:51Z",NA,"","","","U",194
"66","D18","BARR","BARR_042",2018-07-13,"2018","07","13","19:01Z",4,"Culicidae","Aedes","Aedes nigripes","F",194
"67","D18","BARR","BARR_041",2018-07-13,"2018","07","13","19:11Z",11,"Culicidae","Aedes","Aedes nigripes","F",194
"68","D18","BARR","BARR_041",2018-07-13,"2018","07","13","19:11Z",2,"Culicidae","Aedes","Aedes sp.","F",194
"69","D18","BARR","BARR_047",2018-07-13,"2018","07","13","19:22Z",10,"Culicidae","Aedes","Aedes nigripes","F",194
"70","D18","BARR","BARR_047",2018-07-13,"2018","07","13","19:22Z",5,"Culicidae","Aedes","Aedes sp.","F",194
"71","D18","BARR","BARR_046",2018-07-13,"2018","07","13","19:30Z",9,"Culicidae","Aedes","Aedes nigripes","F",194
"72","D18","BARR","BARR_046",2018-07-13,"2018","07","13","19:30Z",3,"Culicidae","Aedes","Aedes sp.","F",194
"73","D18","BARR","BARR_086",2018-07-13,"2018","07","13","20:08Z",5,"Culicidae","Aedes","Aedes sp.","F",194
"74","D18","BARR","BARR_086",2018-07-13,"2018","07","13","20:08Z",3,"Culicidae","Aedes","Aedes nigripes","F",194
"75","D18","BARR","BARR_087",2018-07-13,"2018","07","13","19:57Z",2,"Culicidae","Aedes","Aedes sp.","F",194
"76","D18","BARR","BARR_087",2018-07-13,"2018","07","13","19:57Z",8,"Culicidae","Aedes","Aedes nigripes","F",194
"77","D18","BARR","BARR_050",2018-07-14,"2018","07","14","03:07Z",7,"Culicidae","Aedes","Aedes sp.","F",195
"78","D18","BARR","BARR_050",2018-07-14,"2018","07","14","03:07Z",193,"Culicidae","Aedes","Aedes nigripes","F",195
"79","D18","BARR","BARR_045",2018-07-14,"2018","07","14","03:23Z",8,"Culicidae","Aedes","Aedes sp.","F",195
"80","D18","BARR","BARR_045",2018-07-14,"2018","07","14","03:23Z",80,"Culicidae","Aedes","Aedes nigripes","F",195
"81","D18","BARR","BARR_048",2018-07-14,"2018","07","14","03:32Z",25,"Culicidae","Aedes","Aedes sp.","F",195
"82","D18","BARR","BARR_048",2018-07-14,"2018","07","14","03:32Z",175,"Culicidae","Aedes","Aedes nigripes","F",195
"83","D18","BARR","BARR_043",2018-07-14,"2018","07","14","03:39Z",195,"Culicidae","Aedes","Aedes nigripes","F",195
"84","D18","BARR","BARR_043",2018-07-14,"2018","07","14","03:39Z",9,"Culicidae","Aedes","Aedes sp.","F",195
"85","D18","BARR","BARR_042",2018-07-14,"2018","07","14","03:45Z",200,"Culicidae","Aedes","Aedes nigripes","F",195
"86","D18","BARR","BARR_041",2018-07-14,"2018","07","14","03:53Z",11,"Culicidae","Aedes","Aedes sp.","F",195
"87","D18","BARR","BARR_041",2018-07-14,"2018","07","14","03:53Z",189,"Culicidae","Aedes","Aedes nigripes","F",195
"88","D18","BARR","BARR_047",2018-07-14,"2018","07","14","03:58Z",10,"Culicidae","Aedes","Aedes sp.","F",195
"89","D18","BARR","BARR_047",2018-07-14,"2018","07","14","03:58Z",190,"Culicidae","Aedes","Aedes nigripes","F",195
"90","D18","BARR","BARR_046",2018-07-14,"2018","07","14","04:06Z",192,"Culicidae","Aedes","Aedes nigripes","F",195
"91","D18","BARR","BARR_046",2018-07-14,"2018","07","14","04:06Z",8,"Culicidae","Aedes","Aedes sp.","F",195
"92","D18","BARR","BARR_087",2018-07-14,"2018","07","14","04:17Z",9,"Culicidae","Aedes","Aedes nigripes","F",195
"93","D18","BARR","BARR_086",2018-07-14,"2018","07","14","04:10Z",189,"Culicidae","Aedes","Aedes nigripes","F",195
"94","D18","BARR","BARR_086",2018-07-14,"2018","07","14","04:10Z",11,"Culicidae","Aedes","Aedes sp.","F",195
"95","D18","BARR","BARR_050",2018-08-12,"2018","08","12","16:56Z",NA,"","","","U",224
"96","D18","BARR","BARR_045",2018-08-12,"2018","08","12","17:06Z",2,"Culicidae","Aedes","Aedes sp.","F",224
"97","D18","BARR","BARR_048",2018-08-12,"2018","08","12","17:16Z",1,"Culicidae","Aedes","Aedes nigripes","F",224
"98","D18","BARR","BARR_048",2018-08-12,"2018","08","12","17:16Z",3,"Culicidae","Aedes","Aedes sp.","F",224
"99","D18","BARR","BARR_043",2018-08-12,"2018","08","12","17:32Z",2,"Culicidae","Aedes","Aedes nigripes","F",224
"100","D18","BARR","BARR_046",2018-08-12,"2018","08","12","18:17Z",2,"Culicidae","Aedes","Aedes hexodontus","F",224
"101","D18","BARR","BARR_086",2018-08-12,"2018","08","12","18:27Z",1,"Culicidae","Aedes","Aedes hexodontus","F",224
"102","D18","BARR","BARR_087",2018-08-12,"2018","08","12","18:42Z",2,"Culicidae","Aedes","Aedes hexodontus","F",224
"103","D18","BARR","BARR_048",2018-09-09,"2018","09","09","16:37Z",2,"Culicidae","Aedes","Aedes hexodontus","FALSE",252
"104","D18","BARR","BARR_043",2018-09-09,"2018","09","09","16:45Z",1,"Culicidae","Aedes","Aedes hexodontus","FALSE",252
"105","D18","BARR","BARR_042",2018-09-09,"2018","09","09","16:54Z",1,"Culicidae","Aedes","Aedes hexodontus","FALSE",252
"106","D18","BARR","BARR_046",2018-09-09,"2018","09","09","17:25Z",1,"Culicidae","Aedes","Aedes hexodontus","FALSE",252
"107","D18","BARR","BARR_086",2018-09-09,"2018","09","09","17:32Z",2,"Culicidae","Aedes","Aedes hexodontus","FALSE",252
"108","D18","BARR","BARR_087",2018-09-09,"2018","09","09","17:42Z",5,"Culicidae","Aedes","Aedes hexodontus","FALSE",252
"109","D18","BARR","BARR_050",2019-06-19,"2019","06","19","16:13Z",0,NA,NA,NA,"U",170
"110","D18","BARR","BARR_045",2019-06-19,"2019","06","19","16:23Z",0,NA,NA,NA,"U",170
"111","D18","BARR","BARR_043",2019-06-19,"2019","06","19","16:42Z",0,NA,NA,NA,"U",170
"112","D18","BARR","BARR_042",2019-06-20,"2019","06","20","00:24Z",0,NA,NA,NA,"U",171
"113","D18","BARR","BARR_086",2019-07-17,"2019","07","17","16:19Z",1,"Culicidae","Aedes","Aedes nigripes","F",198
"114","D18","BARR","BARR_041",2019-07-17,"2019","07","17","17:30Z",0,"","","","U",198
"115","D18","BARR","BARR_046",2019-07-17,"2019","07","17","16:51Z",0,"","","","U",198
"116","D18","BARR","BARR_043",2019-07-17,"2019","07","17","17:55Z",1,"Culicidae","Aedes","Aedes nigripes","F",198
"117","D18","BARR","BARR_048",2019-07-17,"2019","07","17","18:08Z",0,"","","","U",198
"118","D18","BARR","BARR_045",2019-07-17,"2019","07","17","18:20Z",0,"","","","U",198
"119","D18","BARR","BARR_050",2019-07-17,"2019","07","17","18:30Z",0,"","","","U",198
"120","D18","BARR","BARR_086",2019-07-18,"2019","07","18","00:48Z",1,"Culicidae","Aedes","Aedes sp.","F",199
"121","D18","BARR","BARR_086",2019-07-18,"2019","07","18","00:48Z",5,"Culicidae","Aedes","Aedes nigripes","F",199
"122","D18","BARR","BARR_087",2019-07-18,"2019","07","18","00:59Z",4,"Culicidae","Aedes","Aedes nigripes","F",199
"123","D18","BARR","BARR_046",2019-07-18,"2019","07","18","01:17Z",4,"Culicidae","Aedes","Aedes nigripes","F",199
"124","D18","BARR","BARR_047",2019-07-18,"2019","07","18","01:26Z",2,"Culicidae","Aedes","Aedes sp.","F",199
"125","D18","BARR","BARR_047",2019-07-18,"2019","07","18","01:26Z",6,"Culicidae","Aedes","Aedes nigripes","F",199
"126","D18","BARR","BARR_041",2019-07-18,"2019","07","18","01:35Z",4,"Culicidae","Aedes","Aedes nigripes","F",199
"127","D18","BARR","BARR_041",2019-07-18,"2019","07","18","01:35Z",1,"Culicidae","Aedes","Aedes sp.","F",199
"128","D18","BARR","BARR_041",2019-07-18,"2019","07","18","01:35Z",1,"Culicidae","Aedes","Aedes hexodontus","F",199
"129","D18","BARR","BARR_042",2019-07-18,"2019","07","18","01:44Z",1,"Culicidae","Aedes","Aedes nigripes","F",199
"130","D18","BARR","BARR_042",2019-07-18,"2019","07","18","01:44Z",1,"Culicidae","Aedes","Aedes sp.","F",199
"131","D18","BARR","BARR_043",2019-07-18,"2019","07","18","01:52Z",2,"Culicidae","Aedes","Aedes nigripes","F",199
"132","D18","BARR","BARR_048",2019-07-18,"2019","07","18","01:59Z",5,"Culicidae","Aedes","Aedes nigripes","F",199
"133","D18","BARR","BARR_045",2019-07-18,"2019","07","18","02:05Z",3,"Culicidae","Aedes","Aedes nigripes","F",199
"134","D18","BARR","BARR_050",2019-07-18,"2019","07","18","02:11Z",25,"Culicidae","Aedes","Aedes nigripes","F",199
"135","D18","BARR","BARR_050",2019-07-18,"2019","07","18","02:11Z",1,"Culicidae","Aedes","Aedes sp.","F",199
"136","D18","BARR","BARR_041",2019-08-14,"2019","08","14","17:03Z",1,"Culicidae","Aedes","Aedes sp.","FALSE",226
"137","D18","TOOL","TOOL_079",2017-07-19,"2017","07","19","16:09Z",75,"Culicidae","Aedes","Aedes sp.","F",200
"138","D18","TOOL","TOOL_079",2017-07-19,"2017","07","19","16:09Z",125,"Culicidae","Aedes","Aedes hexodontus","F",200
"139","D18","TOOL","TOOL_080",2017-07-19,"2017","07","19","16:15Z",46,"Culicidae","Aedes","Aedes hexodontus","F",200
"140","D18","TOOL","TOOL_080",2017-07-19,"2017","07","19","16:15Z",154,"Culicidae","Aedes","Aedes sp.","F",200
"141","D18","TOOL","TOOL_081",2017-07-19,"2017","07","19","16:40Z",73,"Culicidae","Aedes","Aedes hexodontus","F",200
"142","D18","TOOL","TOOL_081",2017-07-19,"2017","07","19","16:40Z",127,"Culicidae","Aedes","Aedes sp.","F",200
"143","D18","TOOL","TOOL_089",2017-07-19,"2017","07","19","16:54Z",91,"Culicidae","Aedes","Aedes sp.","F",200
"144","D18","TOOL","TOOL_089",2017-07-19,"2017","07","19","16:54Z",109,"Culicidae","Aedes","Aedes hexodontus","F",200
"145","D18","TOOL","TOOL_088",2017-07-19,"2017","07","19","17:04Z",42,"Culicidae","Aedes","Aedes sp.","F",200
"146","D18","TOOL","TOOL_088",2017-07-19,"2017","07","19","17:04Z",158,"Culicidae","Aedes","Aedes hexodontus","F",200
"147","D18","TOOL","TOOL_040",2017-07-19,"2017","07","19","17:21Z",57,"Culicidae","Aedes","Aedes hexodontus","F",200
"148","D18","TOOL","TOOL_040",2017-07-19,"2017","07","19","17:21Z",143,"Culicidae","Aedes","Aedes sp.","F",200
"149","D18","TOOL","TOOL_039",2017-07-19,"2017","07","19","17:28Z",86,"Culicidae","Aedes","Aedes hexodontus","F",200
"150","D18","TOOL","TOOL_039",2017-07-19,"2017","07","19","17:28Z",114,"Culicidae","Aedes","Aedes sp.","F",200
"151","D18","TOOL","TOOL_087",2017-07-19,"2017","07","19","17:44Z",169,"Culicidae","Aedes","Aedes sp.","F",200
"152","D18","TOOL","TOOL_087",2017-07-19,"2017","07","19","17:44Z",31,"Culicidae","Aedes","Aedes hexodontus","F",200
"153","D18","TOOL","TOOL_082",2017-07-19,"2017","07","19","18:06Z",78,"Culicidae","Aedes","Aedes hexodontus","F",200
"154","D18","TOOL","TOOL_082",2017-07-19,"2017","07","19","18:06Z",122,"Culicidae","Aedes","Aedes sp.","F",200
"155","D18","TOOL","TOOL_083",2017-07-19,"2017","07","19","18:37Z",59,"Culicidae","Aedes","Aedes hexodontus","F",200
"156","D18","TOOL","TOOL_083",2017-07-19,"2017","07","19","18:37Z",141,"Culicidae","Aedes","Aedes sp.","F",200
"157","D18","TOOL","TOOL_079",2017-07-20,"2017","07","20","00:57Z",17,"Culicidae","Aedes","Aedes sp.","F",201
"158","D18","TOOL","TOOL_079",2017-07-20,"2017","07","20","00:57Z",183,"Culicidae","Aedes","Aedes hexodontus","F",201
"159","D18","TOOL","TOOL_080",2017-07-20,"2017","07","20","01:07Z",NA,"","","","U",201
"160","D18","TOOL","TOOL_081",2017-07-20,"2017","07","20","01:29Z",22,"Culicidae","Aedes","Aedes sp.","F",201
"161","D18","TOOL","TOOL_081",2017-07-20,"2017","07","20","01:29Z",177,"Culicidae","Aedes","Aedes hexodontus","F",201
"162","D18","TOOL","TOOL_081",2017-07-20,"2017","07","20","01:29Z",1,"Culicidae","Aedes","Aedes nigripes","F",201
"163","D18","TOOL","TOOL_089",2017-07-20,"2017","07","20","01:39Z",135,"Culicidae","Aedes","Aedes hexodontus","F",201
"164","D18","TOOL","TOOL_089",2017-07-20,"2017","07","20","01:39Z",65,"Culicidae","Aedes","Aedes sp.","F",201
"165","D18","TOOL","TOOL_088",2017-07-20,"2017","07","20","01:49Z",125,"Culicidae","Aedes","Aedes sp.","F",201
"166","D18","TOOL","TOOL_088",2017-07-20,"2017","07","20","01:49Z",75,"Culicidae","Aedes","Aedes hexodontus","F",201
"167","D18","TOOL","TOOL_040",2017-07-20,"2017","07","20","02:07Z",1,"Culicidae","Aedes","Aedes excrucians","F",201
"168","D18","TOOL","TOOL_040",2017-07-20,"2017","07","20","02:07Z",104,"Culicidae","Aedes","Aedes hexodontus","F",201
"169","D18","TOOL","TOOL_040",2017-07-20,"2017","07","20","02:07Z",1,"Culicidae","Aedes","Aedes pullatus","F",201
"170","D18","TOOL","TOOL_040",2017-07-20,"2017","07","20","02:07Z",94,"Culicidae","Aedes","Aedes sp.","F",201
"171","D18","TOOL","TOOL_039",2017-07-20,"2017","07","20","02:13Z",163,"Culicidae","Aedes","Aedes hexodontus","F",201
"172","D18","TOOL","TOOL_039",2017-07-20,"2017","07","20","02:13Z",1,"Culicidae","Aedes","Aedes punctor","F",201
"173","D18","TOOL","TOOL_039",2017-07-20,"2017","07","20","02:13Z",34,"Culicidae","Aedes","Aedes sp.","F",201
"174","D18","TOOL","TOOL_039",2017-07-20,"2017","07","20","02:13Z",2,"Culicidae","Aedes","Aedes pullatus","F",201
"175","D18","TOOL","TOOL_087",2017-07-20,"2017","07","20","02:25Z",23,"Culicidae","Aedes","Aedes sp.","F",201
"176","D18","TOOL","TOOL_087",2017-07-20,"2017","07","20","02:25Z",177,"Culicidae","Aedes","Aedes hexodontus","F",201
"177","D18","TOOL","TOOL_082",2017-07-20,"2017","07","20","02:49Z",3,"Culicidae","Aedes","Aedes nigripes","F",201
"178","D18","TOOL","TOOL_082",2017-07-20,"2017","07","20","02:49Z",12,"Culicidae","Aedes","Aedes sp.","F",201
"179","D18","TOOL","TOOL_082",2017-07-20,"2017","07","20","02:49Z",48,"Culicidae","Aedes","Aedes hexodontus","F",201
"180","D18","TOOL","TOOL_083",2017-07-20,"2017","07","20","03:13Z",1,"Culicidae","Aedes","Aedes cataphylla","F",201
"181","D18","TOOL","TOOL_083",2017-07-20,"2017","07","20","03:13Z",30,"Culicidae","Aedes","Aedes sp.","F",201
"182","D18","TOOL","TOOL_083",2017-07-20,"2017","07","20","03:13Z",166,"Culicidae","Aedes","Aedes hexodontus","F",201
"183","D18","TOOL","TOOL_083",2017-07-20,"2017","07","20","03:13Z",3,"Culicidae","Aedes","Aedes nigripes","F",201
"184","D18","TOOL","TOOL_079",2017-07-20,"2017","07","20","16:06Z",154,"Culicidae","Aedes","Aedes sp.","F",201
"185","D18","TOOL","TOOL_079",2017-07-20,"2017","07","20","16:06Z",46,"Culicidae","Aedes","Aedes hexodontus","F",201
"186","D18","TOOL","TOOL_080",2017-07-20,"2017","07","20","16:11Z",1,"Culicidae","Aedes","Aedes punctor","F",201
"187","D18","TOOL","TOOL_080",2017-07-20,"2017","07","20","16:11Z",10,"Culicidae","Aedes","Aedes hexodontus","F",201
"188","D18","TOOL","TOOL_080",2017-07-20,"2017","07","20","16:11Z",189,"Culicidae","Aedes","Aedes sp.","F",201
"189","D18","TOOL","TOOL_081",2017-07-20,"2017","07","20","16:25Z",53,"Culicidae","Aedes","Aedes hexodontus","F",201
"190","D18","TOOL","TOOL_081",2017-07-20,"2017","07","20","16:25Z",147,"Culicidae","Aedes","Aedes sp.","F",201
"191","D18","TOOL","TOOL_089",2017-07-20,"2017","07","20","16:31Z",93,"Culicidae","Aedes","Aedes sp.","F",201
"192","D18","TOOL","TOOL_089",2017-07-20,"2017","07","20","16:31Z",107,"Culicidae","Aedes","Aedes hexodontus","F",201
"193","D18","TOOL","TOOL_088",2017-07-20,"2017","07","20","16:38Z",101,"Culicidae","Aedes","Aedes hexodontus","F",201
"194","D18","TOOL","TOOL_088",2017-07-20,"2017","07","20","16:38Z",99,"Culicidae","Aedes","Aedes sp.","F",201
"195","D18","TOOL","TOOL_040",2017-07-20,"2017","07","20","17:01Z",1,"Culicidae","Aedes","Aedes excrucians","F",201
"196","D18","TOOL","TOOL_040",2017-07-20,"2017","07","20","17:01Z",107,"Culicidae","Aedes","Aedes hexodontus","F",201
"197","D18","TOOL","TOOL_040",2017-07-20,"2017","07","20","17:01Z",92,"Culicidae","Aedes","Aedes sp.","F",201
"198","D18","TOOL","TOOL_039",2017-07-20,"2017","07","20","17:07Z",1,"Culicidae","Aedes","Aedes punctor","F",201
"199","D18","TOOL","TOOL_039",2017-07-20,"2017","07","20","17:07Z",83,"Culicidae","Aedes","Aedes sp.","F",201
"200","D18","TOOL","TOOL_039",2017-07-20,"2017","07","20","17:07Z",116,"Culicidae","Aedes","Aedes hexodontus","F",201
"201","D18","TOOL","TOOL_087",2017-07-20,"2017","07","20","17:15Z",59,"Culicidae","Aedes","Aedes hexodontus","F",201
"202","D18","TOOL","TOOL_087",2017-07-20,"2017","07","20","17:15Z",141,"Culicidae","Aedes","Aedes sp.","F",201
"203","D18","TOOL","TOOL_082",2017-07-20,"2017","07","20","17:36Z",159,"Culicidae","Aedes","Aedes hexodontus","F",201
"204","D18","TOOL","TOOL_082",2017-07-20,"2017","07","20","17:36Z",41,"Culicidae","Aedes","Aedes sp.","F",201
"205","D18","TOOL","TOOL_083",2017-07-20,"2017","07","20","18:07Z",149,"Culicidae","Aedes","Aedes hexodontus","F",201
"206","D18","TOOL","TOOL_083",2017-07-20,"2017","07","20","18:07Z",51,"Culicidae","Aedes","Aedes sp.","F",201
"207","D18","TOOL","TOOL_079",2017-08-03,"2017","08","03","16:22Z",3,"Culicidae","Aedes","Aedes hexodontus","F",215
"208","D18","TOOL","TOOL_079",2017-08-03,"2017","08","03","16:22Z",8,"Culicidae","Aedes","Aedes sp.","F",215
"209","D18","TOOL","TOOL_080",2017-08-03,"2017","08","03","16:29Z",3,"Culicidae","Aedes","Aedes hexodontus","F",215
"210","D18","TOOL","TOOL_080",2017-08-03,"2017","08","03","16:29Z",4,"Culicidae","Aedes","Aedes sp.","F",215
"211","D18","TOOL","TOOL_081",2017-08-03,"2017","08","03","16:44Z",1,"Culicidae","Aedes","Aedes impiger","F",215
"212","D18","TOOL","TOOL_081",2017-08-03,"2017","08","03","16:44Z",3,"Culicidae","Aedes","Aedes sp.","F",215
"213","D18","TOOL","TOOL_081",2017-08-03,"2017","08","03","16:44Z",1,"Culicidae","Aedes","Aedes hexodontus","F",215
"214","D18","TOOL","TOOL_089",2017-08-03,"2017","08","03","16:59Z",51,"Culicidae","Aedes","Aedes sp.","F",215
"215","D18","TOOL","TOOL_089",2017-08-03,"2017","08","03","16:59Z",21,"Culicidae","Aedes","Aedes hexodontus","F",215
"216","D18","TOOL","TOOL_089",2017-08-03,"2017","08","03","16:59Z",1,"Culicidae","Aedes","Aedes pullatus","F",215
"217","D18","TOOL","TOOL_088",2017-08-03,"2017","08","03","16:50Z",11,"Culicidae","Aedes","Aedes hexodontus","F",215
