"","domainID","plotID","siteID","subsampleID","date2","Year","Month","Day","Time","totalWeight","subsampleWeight","nobycatch","individualCount","genus","scientificName","totalsub","percent","totalCount","totalSpeciesCount","doy"
"18","D18","BARR_042","BARR","BARR_042.20170719.0834.S.01",2017-07-19,"2017","07","19","16:34Z",14.215,0.875,14.215,158,"Aedes","Aedes hexodontus",161695,0.000977148334827917,2626850.77142857,2566.82285714286,200
"19","D18","BARR_042","BARR","BARR_042.20170719.0834.S.01",2017-07-19,"2017","07","19","16:34Z",14.215,0.875,14.215,2,"Aedes","Aedes nigripes",161695,1.23689662636445e-05,2626850.77142857,32.4914285714286,200
"20","D18","BARR_043","BARR","BARR_043.20170719.0841.S.01",2017-07-19,"2017","07","19","16:41Z",16.08,0.85,16.08,115,"Aedes","Aedes hexodontus",161695,0.00071121556015956,3058888.94117647,2175.52941176471,200
"21","D18","BARR_043","BARR","BARR_043.20170719.0841.S.01",2017-07-19,"2017","07","19","16:41Z",16.08,0.85,16.08,12,"Aedes","Aedes punctor",161695,7.42137975818671e-05,3058888.94117647,227.011764705882,200
"22","D18","BARR_043","BARR","BARR_043.20170719.0841.S.01",2017-07-19,"2017","07","19","16:41Z",16.08,0.85,16.08,73,"Aedes","Aedes sp.",161695,0.000451467268623025,3058888.94117647,1380.98823529412,200
"23","D18","BARR_048","BARR","BARR_048.20170719.0847.S.01",2017-07-19,"2017","07","19","16:47Z",14.685,0.855,14.685,5,"Aedes","Aedes nigripes",161695,3.09224156591113e-05,2777182.54385965,85.8771929824562,200
"24","D18","BARR_048","BARR","BARR_048.20170719.0847.S.01",2017-07-19,"2017","07","19","16:47Z",14.685,0.855,14.685,125,"Aedes","Aedes hexodontus",161695,0.000773060391477782,2777182.54385965,2146.9298245614,200
"25","D18","BARR_048","BARR","BARR_048.20170719.0847.S.01",2017-07-19,"2017","07","19","16:47Z",14.685,0.855,14.685,70,"Aedes","Aedes sp.",161695,0.000432913819227558,2777182.54385965,1202.28070175439,200
"26","D18","BARR_045","BARR","BARR_045.20170719.0853.S.01",2017-07-19,"2017","07","19","16:53Z",10.96,0,10.96,139,"Aedes","Aedes hexodontus",161695,0.000859643155323294,Inf,Inf,200
"27","D18","BARR_045","BARR","BARR_045.20170719.0853.S.01",2017-07-19,"2017","07","19","16:53Z",10.96,0,10.96,55,"Aedes","Aedes sp.",161695,0.000340146572250224,Inf,Inf,200
"28","D18","BARR_045","BARR","BARR_045.20170719.0853.S.01",2017-07-19,"2017","07","19","16:53Z",10.96,0,10.96,6,"Aedes","Aedes nigripes",161695,3.71068987909335e-05,Inf,Inf,200
"29","D18","BARR_050","BARR","BARR_050.20170719.0900.S.01",2017-07-19,"2017","07","19","17:00Z",19.07,0.78,19.07,95,"Aedes","Aedes sp.",161695,0.000587525897523115,3953235.44871795,2322.62820512821,200
"30","D18","BARR_050","BARR","BARR_050.20170719.0900.S.01",2017-07-19,"2017","07","19","17:00Z",19.07,0.78,19.07,97,"Aedes","Aedes hexodontus",161695,0.000599894863786759,3953235.44871795,2371.52564102564,200
"31","D18","BARR_050","BARR","BARR_050.20170719.0900.S.01",2017-07-19,"2017","07","19","17:00Z",19.07,0.78,19.07,4,"Aedes","Aedes nigripes",161695,2.4737932527289e-05,3953235.44871795,97.7948717948718,200
"32","D18","BARR_050","BARR","BARR_050.20170719.0900.S.01",2017-07-19,"2017","07","19","17:00Z",19.07,0.78,19.07,4,"Aedes","Aedes punctor",161695,2.4737932527289e-05,3953235.44871795,97.7948717948718,200
"33","D18","BARR_087","BARR","BARR_087.20170719.1600.S.01",2017-07-20,"2017","07","20","00:00Z",0.155,0.155,0.155,61,"Aedes","Aedes sp.",161695,0.000377253471041158,161695,61,201
"34","D18","BARR_087","BARR","BARR_087.20170719.1600.S.01",2017-07-20,"2017","07","20","00:00Z",0.155,0.155,0.155,1,"Aedes","Aedes hexodontus",161695,6.18448313182226e-06,161695,1,201
"35","D18","BARR_086","BARR","BARR_086.20170719.1606.S.01",2017-07-20,"2017","07","20","00:06Z",0.22,0.22,0.22,12,"Aedes","Aedes hexodontus",161695,7.42137975818671e-05,161695,12,201
"36","D18","BARR_086","BARR","BARR_086.20170719.1606.S.01",2017-07-20,"2017","07","20","00:06Z",0.22,0.22,0.22,2,"Aedes","Aedes nigripes",161695,1.23689662636445e-05,161695,2,201
"37","D18","BARR_086","BARR","BARR_086.20170719.1606.S.01",2017-07-20,"2017","07","20","00:06Z",0.22,0.22,0.22,8,"Aedes","Aedes punctor",161695,4.94758650545781e-05,161695,8,201
"38","D18","BARR_086","BARR","BARR_086.20170719.1606.S.01",2017-07-20,"2017","07","20","00:06Z",0.22,0.22,0.22,33,"Aedes","Aedes sp.",161695,0.000204087943350135,161695,33,201
"39","D18","BARR_046","BARR","BARR_046.20170719.1610.S.01",2017-07-20,"2017","07","20","00:10Z",2.44,2.44,2.43,12,"Aedes","Aedes hexodontus",161695,7.42137975818671e-05,161032.315573771,11.9508196721311,201
"40","D18","BARR_046","BARR","BARR_046.20170719.1610.S.01",2017-07-20,"2017","07","20","00:10Z",2.44,2.44,2.43,121,"Aedes","Aedes sp.",161695,0.000748322458950493,161032.315573771,120.504098360656,201
"41","D18","BARR_047","BARR","BARR_047.20170719.1617.S.01",2017-07-20,"2017","07","20","00:17Z",0.25,0.25,0.25,42,"Aedes","Aedes hexodontus",161695,0.000259748291536535,161695,42,201
"42","D18","BARR_047","BARR","BARR_047.20170719.1617.S.01",2017-07-20,"2017","07","20","00:17Z",0.25,0.25,0.25,20,"Aedes","Aedes sp.",161695,0.000123689662636445,161695,20,201
"43","D18","BARR_041","BARR","BARR_041.20170719.1623.S.01",2017-07-20,"2017","07","20","00:23Z",0.09,0.09,0.085,13,"Aedes","Aedes hexodontus",161695,8.03982807136894e-05,152711.944444444,12.2777777777778,201
"44","D18","BARR_041","BARR","BARR_041.20170719.1623.S.01",2017-07-20,"2017","07","20","00:23Z",0.09,0.09,0.085,22,"Aedes","Aedes sp.",161695,0.00013605862890009,152711.944444444,20.7777777777778,201
"45","D18","BARR_042","BARR","BARR_042.20170719.1630.S.01",2017-07-20,"2017","07","20","00:30Z",0.08,0.08,0.07,17,"Aedes","Aedes sp.",161695,0.000105136213240978,141483.125,14.875,201
"46","D18","BARR_042","BARR","BARR_042.20170719.1630.S.01",2017-07-20,"2017","07","20","00:30Z",0.08,0.08,0.07,10,"Aedes","Aedes hexodontus",161695,6.18448313182226e-05,141483.125,8.75,201
"47","D18","BARR_042","BARR","BARR_042.20170719.1630.S.01",2017-07-20,"2017","07","20","00:30Z",0.08,0.08,0.07,1,"Aedes","Aedes punctor",161695,6.18448313182226e-06,141483.125,0.875,201
"48","D18","BARR_043","BARR","BARR_043.20170719.1635.S.01",2017-07-20,"2017","07","20","00:35Z",0.025,0.025,0.025,1,"Aedes","Aedes nigripes",161695,6.18448313182226e-06,161695,1,201
"49","D18","BARR_043","BARR","BARR_043.20170719.1635.S.01",2017-07-20,"2017","07","20","00:35Z",0.025,0.025,0.025,9,"Aedes","Aedes hexodontus",161695,5.56603481864003e-05,161695,9,201
"50","D18","BARR_043","BARR","BARR_043.20170719.1635.S.01",2017-07-20,"2017","07","20","00:35Z",0.025,0.025,0.025,3,"Aedes","Aedes sp.",161695,1.85534493954668e-05,161695,3,201
"51","D18","BARR_048","BARR","BARR_048.20170719.1641.S.01",2017-07-20,"2017","07","20","00:41Z",0.02,0.02,0.02,4,"Aedes","Aedes hexodontus",161695,2.4737932527289e-05,161695,4,201
"52","D18","BARR_048","BARR","BARR_048.20170719.1641.S.01",2017-07-20,"2017","07","20","00:41Z",0.02,0.02,0.02,1,"Aedes","Aedes sp.",161695,6.18448313182226e-06,161695,1,201
"53","D18","BARR_045","BARR","BARR_045.20170719.1645.S.01",2017-07-20,"2017","07","20","00:45Z",0.015,0.015,0.015,4,"Aedes","Aedes hexodontus",161695,2.4737932527289e-05,161695,4,201
"54","D18","BARR_045","BARR","BARR_045.20170719.1645.S.01",2017-07-20,"2017","07","20","00:45Z",0.015,0.015,0.015,3,"Aedes","Aedes sp.",161695,1.85534493954668e-05,161695,3,201
"55","D18","BARR_050","BARR","BARR_050.20170719.1650.S.01",2017-07-20,"2017","07","20","00:50Z",0.525,0.525,0.505,3,"Aedes","Aedes punctor",161695,1.85534493954668e-05,155535.19047619,2.88571428571429,201
"56","D18","BARR_050","BARR","BARR_050.20170719.1650.S.01",2017-07-20,"2017","07","20","00:50Z",0.525,0.525,0.505,1,"Aedes","Aedes nigripes",161695,6.18448313182226e-06,155535.19047619,0.961904761904762,201
"57","D18","BARR_050","BARR","BARR_050.20170719.1650.S.01",2017-07-20,"2017","07","20","00:50Z",0.525,0.525,0.505,56,"Aedes","Aedes sp.",161695,0.000346331055382046,155535.19047619,53.8666666666667,201
"58","D18","BARR_050","BARR","BARR_050.20170719.1650.S.01",2017-07-20,"2017","07","20","00:50Z",0.525,0.525,0.505,54,"Aedes","Aedes hexodontus",161695,0.000333962089118402,155535.19047619,51.9428571428571,201
"59","D18","BARR_086","BARR","BARR_086.20170720.0806.S.01",2017-07-20,"2017","07","20","16:06Z",0.002,0.002,0.002,1,"Aedes","Aedes sp.",161695,6.18448313182226e-06,161695,1,201
"60","D18","BARR_042","BARR","BARR_042.20170720.0827.S.01",2017-07-20,"2017","07","20","16:27Z",0.002,0.002,0.002,1,"Aedes","Aedes sp.",161695,6.18448313182226e-06,161695,1,201
"61","D18","BARR_043","BARR","BARR_043.20170720.0831.S.01",2017-07-20,"2017","07","20","16:31Z",0.01,0.01,0,NA,NA,NA,NA,NA,NA,NA,201
"62","D18","BARR_050","BARR","BARR_050.20180713.1007.S.01",2018-07-13,"2018","07","13","18:07Z",0.01,0.01,0.008,1,"Aedes","Aedes sp.",161695,6.18448313182226e-06,129356,0.8,194
"63","D18","BARR_050","BARR","BARR_050.20180713.1007.S.01",2018-07-13,"2018","07","13","18:07Z",0.01,0.01,0.008,4,"Aedes","Aedes nigripes",161695,2.4737932527289e-05,129356,3.2,194
"64","D18","BARR_048","BARR","BARR_048.20180713.1040.S.01",2018-07-13,"2018","07","13","18:40Z",0.005,0.005,0.003,1,"Aedes","Aedes nigripes",161695,6.18448313182226e-06,97017,0.6,194
"65","D18","BARR_043","BARR","BARR_043.20180713.1051.S.01",2018-07-13,"2018","07","13","18:51Z",0.005,0.005,0,NA,NA,NA,NA,NA,NA,NA,194
"66","D18","BARR_042","BARR","BARR_042.20180713.1101.S.01",2018-07-13,"2018","07","13","19:01Z",0.01,0.01,0.01,4,"Aedes","Aedes nigripes",161695,2.4737932527289e-05,161695,4,194
"67","D18","BARR_041","BARR","BARR_041.20180713.1111.S.01",2018-07-13,"2018","07","13","19:11Z",0.03,0.03,0.03,11,"Aedes","Aedes nigripes",161695,6.80293144500448e-05,161695,11,194
"68","D18","BARR_041","BARR","BARR_041.20180713.1111.S.01",2018-07-13,"2018","07","13","19:11Z",0.03,0.03,0.03,2,"Aedes","Aedes sp.",161695,1.23689662636445e-05,161695,2,194
"69","D18","BARR_047","BARR","BARR_047.20180713.1122.S.01",2018-07-13,"2018","07","13","19:22Z",0.03,0.03,0.025,10,"Aedes","Aedes nigripes",161695,6.18448313182226e-05,134745.833333333,8.33333333333333,194
"70","D18","BARR_047","BARR","BARR_047.20180713.1122.S.01",2018-07-13,"2018","07","13","19:22Z",0.03,0.03,0.025,5,"Aedes","Aedes sp.",161695,3.09224156591113e-05,134745.833333333,4.16666666666667,194
"71","D18","BARR_046","BARR","BARR_046.20180713.1130.S.01",2018-07-13,"2018","07","13","19:30Z",0.035,0.035,0.025,9,"Aedes","Aedes nigripes",161695,5.56603481864003e-05,115496.428571429,6.42857142857143,194
"72","D18","BARR_046","BARR","BARR_046.20180713.1130.S.01",2018-07-13,"2018","07","13","19:30Z",0.035,0.035,0.025,3,"Aedes","Aedes sp.",161695,1.85534493954668e-05,115496.428571429,2.14285714285714,194
"73","D18","BARR_086","BARR","BARR_086.20180713.1208.S.01",2018-07-13,"2018","07","13","20:08Z",0.015,0.015,0.015,5,"Aedes","Aedes sp.",161695,3.09224156591113e-05,161695,5,194
"74","D18","BARR_086","BARR","BARR_086.20180713.1208.S.01",2018-07-13,"2018","07","13","20:08Z",0.015,0.015,0.015,3,"Aedes","Aedes nigripes",161695,1.85534493954668e-05,161695,3,194
"75","D18","BARR_087","BARR","BARR_087.20180713.1157.S.01",2018-07-13,"2018","07","13","19:57Z",0.025,0.025,0.015,2,"Aedes","Aedes sp.",161695,1.23689662636445e-05,97017,1.2,194
"76","D18","BARR_087","BARR","BARR_087.20180713.1157.S.01",2018-07-13,"2018","07","13","19:57Z",0.025,0.025,0.015,8,"Aedes","Aedes nigripes",161695,4.94758650545781e-05,97017,4.8,194
"77","D18","BARR_050","BARR","BARR_050.20180713.1907.S.01",2018-07-14,"2018","07","14","03:07Z",1.035,0.59,1.025,7,"Aedes","Aedes sp.",161695,4.32913819227558e-05,280910.805084746,12.1610169491525,195
"78","D18","BARR_050","BARR","BARR_050.20180713.1907.S.01",2018-07-14,"2018","07","14","03:07Z",1.035,0.59,1.025,193,"Aedes","Aedes nigripes",161695,0.0011936052444417,280910.805084746,335.296610169491,195
"79","D18","BARR_045","BARR","BARR_045.20180713.1923.S.01",2018-07-14,"2018","07","14","03:23Z",0.22,0.22,0.21,8,"Aedes","Aedes sp.",161695,4.94758650545781e-05,154345.227272727,7.63636363636364,195
"80","D18","BARR_045","BARR","BARR_045.20180713.1923.S.01",2018-07-14,"2018","07","14","03:23Z",0.22,0.22,0.21,80,"Aedes","Aedes nigripes",161695,0.000494758650545781,154345.227272727,76.3636363636364,195
"81","D18","BARR_048","BARR","BARR_048.20180713.1932.S.01",2018-07-14,"2018","07","14","03:32Z",0.745,0.55,0.725,25,"Aedes","Aedes sp.",161695,0.000154612078295556,213143.409090909,32.9545454545454,195
"82","D18","BARR_048","BARR","BARR_048.20180713.1932.S.01",2018-07-14,"2018","07","14","03:32Z",0.745,0.55,0.725,175,"Aedes","Aedes nigripes",161695,0.0010822845480689,213143.409090909,230.681818181818,195
"83","D18","BARR_043","BARR","BARR_043.20180713.1939.S.01",2018-07-14,"2018","07","14","03:39Z",0.62,0.62,0.6,195,"Aedes","Aedes nigripes",161695,0.00120597421070534,156479.032258065,188.709677419355,195
"84","D18","BARR_043","BARR","BARR_043.20180713.1939.S.01",2018-07-14,"2018","07","14","03:39Z",0.62,0.62,0.6,9,"Aedes","Aedes sp.",161695,5.56603481864003e-05,156479.032258065,8.70967741935484,195
"85","D18","BARR_042","BARR","BARR_042.20180713.1945.S.01",2018-07-14,"2018","07","14","03:45Z",0.83,0.565,0.815,200,"Aedes","Aedes nigripes",161695,0.00123689662636445,233241.460176991,288.495575221239,195
"86","D18","BARR_041","BARR","BARR_041.20180713.1953.S.01",2018-07-14,"2018","07","14","03:53Z",1.185,0.58,1.18,11,"Aedes","Aedes sp.",161695,6.80293144500448e-05,328965.689655173,22.3793103448276,195
"87","D18","BARR_041","BARR","BARR_041.20180713.1953.S.01",2018-07-14,"2018","07","14","03:53Z",1.185,0.58,1.18,189,"Aedes","Aedes nigripes",161695,0.00116886731191441,328965.689655173,384.51724137931,195
"88","D18","BARR_047","BARR","BARR_047.20180713.1958.S.01",2018-07-14,"2018","07","14","03:58Z",0.82,0.555,0.8,10,"Aedes","Aedes sp.",161695,6.18448313182226e-05,233073.873873874,14.4144144144144,195
"89","D18","BARR_047","BARR","BARR_047.20180713.1958.S.01",2018-07-14,"2018","07","14","03:58Z",0.82,0.555,0.8,190,"Aedes","Aedes nigripes",161695,0.00117505179504623,233073.873873874,273.873873873874,195
"90","D18","BARR_046","BARR","BARR_046.20180713.2006.S.01",2018-07-14,"2018","07","14","04:06Z",1.06,0.615,1.045,192,"Aedes","Aedes nigripes",161695,0.00118742076130987,274750.040650407,326.243902439024,195
"91","D18","BARR_046","BARR","BARR_046.20180713.2006.S.01",2018-07-14,"2018","07","14","04:06Z",1.06,0.615,1.045,8,"Aedes","Aedes sp.",161695,4.94758650545781e-05,274750.040650407,13.5934959349594,195
"92","D18","BARR_087","BARR","BARR_087.20180713.2017.S.01",2018-07-14,"2018","07","14","04:17Z",0.015,0.015,0.015,9,"Aedes","Aedes nigripes",161695,5.56603481864003e-05,161695,9,195
"93","D18","BARR_086","BARR","BARR_086.20180713.2010.S.01",2018-07-14,"2018","07","14","04:10Z",0.77,0.495,0.77,189,"Aedes","Aedes nigripes",161695,0.00116886731191441,251525.555555556,294,195
"94","D18","BARR_086","BARR","BARR_086.20180713.2010.S.01",2018-07-14,"2018","07","14","04:10Z",0.77,0.495,0.77,11,"Aedes","Aedes sp.",161695,6.80293144500448e-05,251525.555555556,17.1111111111111,195
"95","D18","BARR_050","BARR","BARR_050.20180812.0856.S.01",2018-08-12,"2018","08","12","16:56Z",0.002,0.002,0,NA,NA,NA,NA,NA,NA,NA,224
"96","D18","BARR_045","BARR","BARR_045.20180812.0906.S.01",2018-08-12,"2018","08","12","17:06Z",0.005,0.005,0.005,2,"Aedes","Aedes sp.",161695,1.23689662636445e-05,161695,2,224
"97","D18","BARR_048","BARR","BARR_048.20180812.0916.S.01",2018-08-12,"2018","08","12","17:16Z",0.01,0.01,0.01,1,"Aedes","Aedes nigripes",161695,6.18448313182226e-06,161695,1,224
"98","D18","BARR_048","BARR","BARR_048.20180812.0916.S.01",2018-08-12,"2018","08","12","17:16Z",0.01,0.01,0.01,3,"Aedes","Aedes sp.",161695,1.85534493954668e-05,161695,3,224
"99","D18","BARR_043","BARR","BARR_043.20180812.0932.S.01",2018-08-12,"2018","08","12","17:32Z",0.007,0.007,0.005,2,"Aedes","Aedes nigripes",161695,1.23689662636445e-05,115496.428571429,1.42857142857143,224
"100","D18","BARR_046","BARR","BARR_046.20180812.1017.S.01",2018-08-12,"2018","08","12","18:17Z",0.005,0.005,0.005,2,"Aedes","Aedes hexodontus",161695,1.23689662636445e-05,161695,2,224
"101","D18","BARR_086","BARR","BARR_086.20180812.1027.S.01",2018-08-12,"2018","08","12","18:27Z",0.002,0.002,0.002,1,"Aedes","Aedes hexodontus",161695,6.18448313182226e-06,161695,1,224
"102","D18","BARR_087","BARR","BARR_087.20180812.1042.S.01",2018-08-12,"2018","08","12","18:42Z",0.005,0.005,0.005,2,"Aedes","Aedes hexodontus",161695,1.23689662636445e-05,161695,2,224
"103","D18","BARR_048","BARR","BARR_048.20180909.0837.S.01",2018-09-09,"2018","09","09","16:37Z",0.005,0.005,0.005,2,"Aedes","Aedes hexodontus",161695,1.23689662636445e-05,161695,2,252
"104","D18","BARR_043","BARR","BARR_043.20180909.0845.S.01",2018-09-09,"2018","09","09","16:45Z",0.002,0.002,0.002,1,"Aedes","Aedes hexodontus",161695,6.18448313182226e-06,161695,1,252
"105","D18","BARR_042","BARR","BARR_042.20180909.0854.S.01",2018-09-09,"2018","09","09","16:54Z",0.002,0.002,0.002,1,"Aedes","Aedes hexodontus",161695,6.18448313182226e-06,161695,1,252
"106","D18","BARR_046","BARR","BARR_046.20180909.0925.S.01",2018-09-09,"2018","09","09","17:25Z",0.002,0.002,0.002,1,"Aedes","Aedes hexodontus",161695,6.18448313182226e-06,161695,1,252
"107","D18","BARR_086","BARR","BARR_086.20180909.0932.S.01",2018-09-09,"2018","09","09","17:32Z",0.005,0.005,0.005,2,"Aedes","Aedes hexodontus",161695,1.23689662636445e-05,161695,2,252
"108","D18","BARR_087","BARR","BARR_087.20180909.0942.S.01",2018-09-09,"2018","09","09","17:42Z",0.01,0.01,0.01,5,"Aedes","Aedes hexodontus",161695,3.09224156591113e-05,161695,5,252
"109","D18","BARR_050","BARR","BARR_050.20190619.0813.S.01",2019-06-19,"2019","06","19","16:13Z",0.005,0.005,0,NA,NA,NA,NA,NA,NA,NA,170
"110","D18","BARR_045","BARR","BARR_045.20190619.0823.S.01",2019-06-19,"2019","06","19","16:23Z",0.007,0.007,0,NA,NA,NA,NA,NA,NA,NA,170
"111","D18","BARR_043","BARR","BARR_043.20190619.0842.S.01",2019-06-19,"2019","06","19","16:42Z",0.002,0.002,0,NA,NA,NA,NA,NA,NA,NA,170
"112","D18","BARR_042","BARR","BARR_042.20190619.1624.S.01",2019-06-20,"2019","06","20","00:24Z",0.002,0.002,0,NA,NA,NA,NA,NA,NA,NA,171
"113","D18","BARR_086","BARR","BARR_086.20190717.0819.S.01",2019-07-17,"2019","07","17","16:19Z",0.006,0.006,0.002,1,"Aedes","Aedes nigripes",161695,6.18448313182226e-06,53898.3333333333,0.333333333333333,198
"114","D18","BARR_041","BARR","BARR_041.20190717.0930.S.01",2019-07-17,"2019","07","17","17:30Z",0.002,0.002,0,0,"","",161695,0,0,0,198
"115","D18","BARR_046","BARR","BARR_046.20190717.0851.S.01",2019-07-17,"2019","07","17","16:51Z",0.006,0.006,0,0,"","",161695,0,0,0,198
"116","D18","BARR_043","BARR","BARR_043.20190717.0955.S.01",2019-07-17,"2019","07","17","17:55Z",0.002,0.002,0.002,1,"Aedes","Aedes nigripes",161695,6.18448313182226e-06,161695,1,198
"117","D18","BARR_048","BARR","BARR_048.20190717.1008.S.01",2019-07-17,"2019","07","17","18:08Z",0.006,0.006,0,0,"","",161695,0,0,0,198
"118","D18","BARR_045","BARR","BARR_045.20190717.1020.S.01",2019-07-17,"2019","07","17","18:20Z",0.005,0.005,0,0,"","",161695,0,0,0,198
"119","D18","BARR_050","BARR","BARR_050.20190717.1030.S.01",2019-07-17,"2019","07","17","18:30Z",0.006,0.006,0,0,"","",161695,0,0,0,198
"120","D18","BARR_086","BARR","BARR_086.20190717.1648.S.01",2019-07-18,"2019","07","18","00:48Z",0.014,0.014,0.012,1,"Aedes","Aedes sp.",161695,6.18448313182226e-06,138595.714285714,0.857142857142857,199
"121","D18","BARR_086","BARR","BARR_086.20190717.1648.S.01",2019-07-18,"2019","07","18","00:48Z",0.014,0.014,0.012,5,"Aedes","Aedes nigripes",161695,3.09224156591113e-05,138595.714285714,4.28571428571429,199
"122","D18","BARR_087","BARR","BARR_087.20190717.1659.S.01",2019-07-18,"2019","07","18","00:59Z",0.016,0.016,0.008,4,"Aedes","Aedes nigripes",161695,2.4737932527289e-05,80847.5,2,199
"123","D18","BARR_046","BARR","BARR_046.20190717.1717.S.01",2019-07-18,"2019","07","18","01:17Z",0.008,0.008,0.008,4,"Aedes","Aedes nigripes",161695,2.4737932527289e-05,161695,4,199
"124","D18","BARR_047","BARR","BARR_047.20190717.1726.S.01",2019-07-18,"2019","07","18","01:26Z",0.02,0.02,0.016,2,"Aedes","Aedes sp.",161695,1.23689662636445e-05,129356,1.6,199
"125","D18","BARR_047","BARR","BARR_047.20190717.1726.S.01",2019-07-18,"2019","07","18","01:26Z",0.02,0.02,0.016,6,"Aedes","Aedes nigripes",161695,3.71068987909335e-05,129356,4.8,199
"126","D18","BARR_041","BARR","BARR_041.20190717.1735.S.01",2019-07-18,"2019","07","18","01:35Z",0.012,0.012,0.012,4,"Aedes","Aedes nigripes",161695,2.4737932527289e-05,161695,4,199
"127","D18","BARR_041","BARR","BARR_041.20190717.1735.S.01",2019-07-18,"2019","07","18","01:35Z",0.012,0.012,0.012,1,"Aedes","Aedes sp.",161695,6.18448313182226e-06,161695,1,199
"128","D18","BARR_041","BARR","BARR_041.20190717.1735.S.01",2019-07-18,"2019","07","18","01:35Z",0.012,0.012,0.012,1,"Aedes","Aedes hexodontus",161695,6.18448313182226e-06,161695,1,199
"129","D18","BARR_042","BARR","BARR_042.20190717.1744.S.01",2019-07-18,"2019","07","18","01:44Z",0.004,0.004,0.004,1,"Aedes","Aedes nigripes",161695,6.18448313182226e-06,161695,1,199
